erddap_server_url
https://data.cioospacific.ca/erddap
http://dap.onc.uvic.ca/erddap
https://catalogue.hakai.org/erddap
https://salishsea.eos.ubc.ca/erddap
https://www.smartatlantic.ca/erddap
https://cioosatlantic.ca/erddap
