,@id,prefLabel,udunits
279,http://vocab.nerc.ac.uk/collection/P06/current/UPSS/,per second squared,s-2
280,http://vocab.nerc.ac.uk/collection/P06/current/UGDC/,Milligrams per cubic metre per day,mg m-3 day-1
281,http://vocab.nerc.ac.uk/collection/P06/current/KPAS/,Kelvin Pascals per second,degree_K Pa s-1
282,http://vocab.nerc.ac.uk/collection/P06/current/USPC/,Not specified,not specified
283,http://vocab.nerc.ac.uk/collection/P06/current/UEQL/,MicroEquivalents per litre,microEquivalents l-1
284,http://vocab.nerc.ac.uk/collection/P06/current/MGAL/,MilliGals,milliGals
285,http://vocab.nerc.ac.uk/collection/P06/current/CMUM/,Micromoles per cubic metre,umol m-3
286,http://vocab.nerc.ac.uk/collection/P06/current/XXXX/,Not applicable,
287,http://vocab.nerc.ac.uk/collection/P06/current/MM3S/,Moles per cubic metre per second,mol m-3 s-1
288,http://vocab.nerc.ac.uk/collection/P06/current/UTAA/,Days,day
289,http://vocab.nerc.ac.uk/collection/P06/current/UNVH/,Cubic microns per individual per hour,um3 individual-1 hour-1
290,http://vocab.nerc.ac.uk/collection/P06/current/NOPM/,Number per metre,number m-1
291,http://vocab.nerc.ac.uk/collection/P06/current/NOPH/,Number per hour,number hour-1
292,http://vocab.nerc.ac.uk/collection/P06/current/USTU/,Nephelometric Turbidity Units,nephelometric Turbidity Units
293,http://vocab.nerc.ac.uk/collection/P06/current/ULKG/,Litres per kilogram,l kg-1
294,http://vocab.nerc.ac.uk/collection/P06/current/M2MS/,Moles per square metre per second,mol m-2 s-1
295,http://vocab.nerc.ac.uk/collection/P06/current/MWNS/,Milliwatts per square metre per nanometre per steradian,mW m-2 nm-1 sr-1
296,http://vocab.nerc.ac.uk/collection/P06/current/UAAA/,Degrees,degree
297,http://vocab.nerc.ac.uk/collection/P06/current/NMGH/,Nanomoles per microgram per hour,nmol ug-1 hour-1
298,http://vocab.nerc.ac.uk/collection/P06/current/UM2D/,Milligrams per square metre per incubation duration,mg m-2 incubation-1 duration
299,http://vocab.nerc.ac.uk/collection/P06/current/UMNT/,Months,month
300,http://vocab.nerc.ac.uk/collection/P06/current/MLKG/,Moles per kilogram,mol kg-1
301,http://vocab.nerc.ac.uk/collection/P06/current/UMSG/,Square metres per gram of dry sediment,m2 g-1 of dry sediment
302,http://vocab.nerc.ac.uk/collection/P06/current/UPCD/,Percent per day,% day-1
303,http://vocab.nerc.ac.uk/collection/P06/current/EQPL/,Equivalents per litre,equivalents l-1
304,http://vocab.nerc.ac.uk/collection/P06/current/URAD/,Radians,radian
305,http://vocab.nerc.ac.uk/collection/P06/current/UNGL/,Nanograms per litre,ng l-1
306,http://vocab.nerc.ac.uk/collection/P06/current/DCPY/,Degrees Celsius per year,degree_C year-1
307,http://vocab.nerc.ac.uk/collection/P06/current/FMKG/,Femtomoles per kilogram,fmol kg-1
308,http://vocab.nerc.ac.uk/collection/P06/current/UMNX/,per metre per nanometre,m-1 nm-1
309,http://vocab.nerc.ac.uk/collection/P06/current/UDTM/,yyyymmddhh24miss.dd,yyyymmddhh24miss.dd
310,http://vocab.nerc.ac.uk/collection/P06/current/USIS/,Magnetic susceptibility SI units,magnetic susceptibility SI amu(cd m-2)
311,http://vocab.nerc.ac.uk/collection/P06/current/MPLT/,Moles per litre,mol l-1
312,http://vocab.nerc.ac.uk/collection/P06/current/BQSM/,Becquerels per square metre,Bq m-2
313,http://vocab.nerc.ac.uk/collection/P06/current/WXCC/,Micrograms per five cubic centimetres,ug five-1 cm3
314,http://vocab.nerc.ac.uk/collection/P06/current/UNUL/,Nanograms per microlitre,ng ul-1
315,http://vocab.nerc.ac.uk/collection/P06/current/MMSD/,Moles per square metre per day,mol m-2 day-1
316,http://vocab.nerc.ac.uk/collection/P06/current/UCLC/,Milligrams of carbon per (microEinstein per square metre per second) per milligram of chlorophyll per hour,mg of carbon mg of chlorophyll hour-1
317,http://vocab.nerc.ac.uk/collection/P06/current/MLPS/,Moles per second,mol s-1
318,http://vocab.nerc.ac.uk/collection/P06/current/ULPM/,Litres per minute,l minute-1
319,http://vocab.nerc.ac.uk/collection/P06/current/UUBQ/,Microbecquerels per litre,uBq l-1
320,http://vocab.nerc.ac.uk/collection/P06/current/KGPH/,Kilograms per hour,kg hour-1
321,http://vocab.nerc.ac.uk/collection/P06/current/UMMM/,Millimetres per minute,mm minute-1
322,http://vocab.nerc.ac.uk/collection/P06/current/UCMS/,Square centimetres per second,cm2 s-1
323,http://vocab.nerc.ac.uk/collection/P06/current/UMMH/,Micromoles per litre per hour,umol l-1 hour-1
324,http://vocab.nerc.ac.uk/collection/P06/current/UPRM/,per metre,m-1
325,http://vocab.nerc.ac.uk/collection/P06/current/KGAK/,Kilograms per square kilometre,kg km-2
326,http://vocab.nerc.ac.uk/collection/P06/current/WPKG/,Watts per kilogram,W kg-1
327,http://vocab.nerc.ac.uk/collection/P06/current/BYTE/,Bytes,byte
328,http://vocab.nerc.ac.uk/collection/P06/current/UMNS/,per metre per nanometre per steradian,m-1 nm-1 sr-1
329,http://vocab.nerc.ac.uk/collection/P06/current/MEQL/,MilliEquivalents per litre,milliEquivalents l-1
330,http://vocab.nerc.ac.uk/collection/P06/current/UCCM/,Cubic microns per cubic metre,cubic um m-3
331,http://vocab.nerc.ac.uk/collection/P06/current/SQKM/,Square kilometres,km2
332,http://vocab.nerc.ac.uk/collection/P06/current/MSCM/,MilliSiemens per centimetre,mS cm-1
333,http://vocab.nerc.ac.uk/collection/P06/current/CMPS/,Cubic metres per second,m3 s-1
334,http://vocab.nerc.ac.uk/collection/P06/current/MWNM/,Milliwatts per square metre per nanometre,mW m-2 nm-1
335,http://vocab.nerc.ac.uk/collection/P06/current/KGMH/,Kilograms per metre per hour,kg m-1 hour-1
336,http://vocab.nerc.ac.uk/collection/P06/current/UMGL/,Milligrams per litre,mg l-1
337,http://vocab.nerc.ac.uk/collection/P06/current/TISO/,ISO8601,iSO8601
338,http://vocab.nerc.ac.uk/collection/P06/current/UYRS/,Years,year
339,http://vocab.nerc.ac.uk/collection/P06/current/MMKG/,Millimoles per kilogram,mmol kg-1
340,http://vocab.nerc.ac.uk/collection/P06/current/PGPL/,Picograms per litre,pg l-1
341,http://vocab.nerc.ac.uk/collection/P06/current/XXPY/,per year,year-1
342,http://vocab.nerc.ac.uk/collection/P06/current/UYGA/,Billions of years before present,billions of year before present
343,http://vocab.nerc.ac.uk/collection/P06/current/UCSS/,Degrees Celsius squared per second,degree_C2 s-1
344,http://vocab.nerc.ac.uk/collection/P06/current/UMSC/,Milliseconds,ms
345,http://vocab.nerc.ac.uk/collection/P06/current/DEGN/,Degrees north,degree_north
346,http://vocab.nerc.ac.uk/collection/P06/current/MBQF/,Millibecquerels per square metre per day,mBq m-2 day-1
347,http://vocab.nerc.ac.uk/collection/P06/current/UPPM/,Parts per million,ppm
348,http://vocab.nerc.ac.uk/collection/P06/current/FGKG/,Femtograms per kilogram,fg kg-1
349,http://vocab.nerc.ac.uk/collection/P06/current/UPKA/,Kelvins,degree_K
350,http://vocab.nerc.ac.uk/collection/P06/current/GSMD/,Grams per square metre per day,g m-2 day-1
351,http://vocab.nerc.ac.uk/collection/P06/current/UXNM/,Nanometres,nm
352,http://vocab.nerc.ac.uk/collection/P06/current/UYBC/,Gregorian calendar years before Christ,gregorian calendar year before Christ
353,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,Dimensionless,dimensionless
354,http://vocab.nerc.ac.uk/collection/P06/current/MBPG/,Millibecquerels per gram,mBq g-1
355,http://vocab.nerc.ac.uk/collection/P06/current/UPFM/,Femtomoles per litre,fmol l-1
356,http://vocab.nerc.ac.uk/collection/P06/current/UMTD/,Square metres.cubic Hertz,square m Hz3
357,http://vocab.nerc.ac.uk/collection/P06/current/KMPS/,Kilograms per metre per second,kg m-1 s-1
358,http://vocab.nerc.ac.uk/collection/P06/current/,BODC-approved data storage units,bODC-approved data storage amu(cd m-2)
359,http://vocab.nerc.ac.uk/collection/P06/current/UUTU/,Tritium units (10**18H/Tr),tritium amu(cd m-2)
360,http://vocab.nerc.ac.uk/collection/P06/current/UNIM/,Nanograms per individual per minute,ng individual-1 minute-1
361,http://vocab.nerc.ac.uk/collection/P06/current/UESC/,MicroEinsteins per square centimetre per second,ueinstein cm-2 s-1
362,http://vocab.nerc.ac.uk/collection/P06/current/UTRV/,Parts per trillion by volume,parts trillion-1 by volume
363,http://vocab.nerc.ac.uk/collection/P06/current/PMSQ/,per square metre,m-2
364,http://vocab.nerc.ac.uk/collection/P06/current/UTHZ/,Hertz,Hz
365,http://vocab.nerc.ac.uk/collection/P06/current/MSMD/,Millilitres per square metre per day,ml m-2 day-1
366,http://vocab.nerc.ac.uk/collection/P06/current/UMFX/,Micromoles per square metre per hour,umol m-2 hour-1
367,http://vocab.nerc.ac.uk/collection/P06/current/UDBL/,Decibels,dB
368,http://vocab.nerc.ac.uk/collection/P06/current/WM2S/,Watts per square metre per metre per steradian,W m-2 m-1 sr-1
369,http://vocab.nerc.ac.uk/collection/P06/current/UBQL/,Becquerels per litre,Bq l-1
370,http://vocab.nerc.ac.uk/collection/P06/current/UKMC/,Kilograms per cubic metre,kg m-3
371,http://vocab.nerc.ac.uk/collection/P06/current/UUDX/,Micrograms per square metre per day,ug m-2 day-1
372,http://vocab.nerc.ac.uk/collection/P06/current/THSC/,thousandths of a second,thousandths of year s
373,http://vocab.nerc.ac.uk/collection/P06/current/KGNM/,Nanomoles per kilogram,nmol kg-1
374,http://vocab.nerc.ac.uk/collection/P06/current/UCUL/,Number per microlitre,number ul-1
375,http://vocab.nerc.ac.uk/collection/P06/current/KPRS/,Kelvin per second,degree_K s-1
376,http://vocab.nerc.ac.uk/collection/P06/current/UPDB/,Decibars,dbar
377,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/,Number per litre,number l-1
378,http://vocab.nerc.ac.uk/collection/P06/current/UMLV/,Parts per million by volume,ppm by volume
379,http://vocab.nerc.ac.uk/collection/P06/current/KLSQ/,Kelvin squared,degree_K2
380,http://vocab.nerc.ac.uk/collection/P06/current/ATKG/,Atoms per kilogram,atoms kg-1
